order_item_id,order_id,product_id,quantity,price
OI006090,O003072,P036,2,1690
OI006091,O003073,P046,1,1441
OI006092,O003073,P041,1,1251
OI006093,O003074,P048,1,1658
OI006094,O003074,P023,2,1589
OI006095,O003074,P039,1,750
OI006096,O003075,P034,1,1686
OI006097,O003075,P038,1,1466
OI006098,O003076,P058,2,951
OI006099,O003077,P011,1,1752
OI006100,O003077,P041,2,1251
OI006101,O003078,P024,2,768
OI006102,O003078,P031,2,980
OI006103,O003078,P013,1,1716
OI006104,O003079,P006,1,1396
OI006105,O003079,P024,1,768
OI006106,O003079,P017,1,1908
OI006107,O003080,P051,2,1123
OI006108,O003081,P038,1,1466
OI006109,O003081,P048,1,1658
OI006110,O003082,P041,1,1251
OI006111,O003082,P041,2,1251
OI006112,O003083,P034,1,1686
OI006113,O003084,P005,2,1101
OI006114,O003084,P052,2,769
OI006115,O003084,P032,1,1487
OI006116,O003085,P031,2,980
OI006117,O003086,P018,1,764
OI006118,O003086,P014,2,1779
OI006119,O003086,P007,2,1282
OI006120,O003087,P059,1,1750
OI006121,O003088,P028,2,1764
OI006122,O003088,P033,1,1026
OI006123,O003088,P049,2,1416
OI006124,O003089,P005,1,1101
OI006125,O003089,P001,2,1841
OI006126,O003090,P026,2,887
OI006127,O003090,P040,2,1088
OI006128,O003090,P017,1,1908
OI006129,O003091,P060,1,769
OI006130,O003091,P001,2,1841
OI006131,O003092,P004,2,860
OI006132,O003092,P047,2,1165
OI006133,O003092,P050,2,1746
OI006134,O003093,P005,1,1101
OI006135,O003094,P045,1,731
OI006136,O003094,P027,1,790
OI006137,O003094,P041,1,1251
OI006138,O003095,P039,2,750
OI006139,O003095,P056,2,1093
OI006140,O003096,P005,2,1101
OI006141,O003096,P010,2,1949
OI006142,O003096,P047,1,1165
OI006143,O003097,P015,1,749
OI006144,O003097,P058,2,951
OI006145,O003098,P052,1,769
OI006146,O003098,P045,1,731
OI006147,O003099,P042,2,1718
OI006148,O003099,P030,2,794
OI006149,O003100,P027,2,790
OI006150,O003100,P020,1,1794
OI006151,O003101,P005,2,1101
OI006152,O003101,P016,1,1807
OI006153,O003102,P001,1,1841
OI006154,O003102,P035,2,978
OI006155,O003103,P033,2,1026
OI006156,O003103,P004,2,860
OI006157,O003103,P002,2,822
OI006158,O003104,P008,1,856
OI006159,O003104,P025,1,879
OI006160,O003105,P008,2,856
OI006161,O003105,P028,2,1764
OI006162,O003106,P002,1,822
OI006163,O003106,P013,1,1716
OI006164,O003106,P036,1,1690
OI006165,O003107,P025,2,879
OI006166,O003107,P016,1,1807
OI006167,O003108,P030,1,794
OI006168,O003109,P004,1,860
OI006169,O003109,P039,1,750
OI006170,O003109,P053,2,1572
OI006171,O003110,P001,2,1841
OI006172,O003110,P001,1,1841
OI006173,O003111,P001,2,1841
OI006174,O003112,P058,1,951
OI006175,O003112,P007,1,1282
OI006176,O003113,P042,2,1718
OI006177,O003113,P007,1,1282
OI006178,O003113,P056,2,1093
OI006179,O003114,P013,1,1716
OI006180,O003115,P029,1,746
OI006181,O003116,P056,1,1093
OI006182,O003116,P045,2,731
OI006183,O003117,P018,2,764
OI006184,O003118,P043,1,1355
OI006185,O003118,P036,1,1690
OI006186,O003119,P001,1,1841
OI006187,O003120,P016,2,1807
OI006188,O003121,P004,1,860
OI006189,O003121,P031,1,980
OI006190,O003121,P054,1,1979
OI006191,O003122,P013,2,1716
OI006192,O003123,P010,1,1949
OI006193,O003123,P002,1,822
OI006194,O003124,P018,2,764
OI006195,O003124,P035,1,978
OI006196,O003124,P048,1,1658
OI006197,O003125,P024,1,768
OI006198,O003126,P046,2,1441
OI006199,O003127,P023,1,1589
OI006200,O003127,P023,2,1589
OI006201,O003127,P015,2,749
OI006202,O003128,P035,1,978
OI006203,O003128,P034,2,1686
OI006204,O003128,P042,1,1718
OI006205,O003129,P017,2,1908
OI006206,O003129,P046,2,1441
OI006207,O003130,P042,1,1718
OI006208,O003131,P014,2,1779
OI006209,O003132,P040,1,1088
OI006210,O003132,P009,1,761
OI006211,O003132,P015,1,749
OI006212,O003133,P053,2,1572
OI006213,O003134,P023,2,1589
OI006214,O003135,P042,1,1718
OI006215,O003136,P043,1,1355
OI006216,O003137,P028,1,1764
OI006217,O003138,P045,2,731
OI006218,O003139,P037,1,1213
OI006219,O003139,P017,1,1908
OI006220,O003140,P021,2,1585
OI006221,O003141,P003,2,947
OI006222,O003141,P051,1,1123
OI006223,O003142,P012,2,715
OI006224,O003142,P023,2,1589
OI006225,O003143,P025,1,879
OI006226,O003143,P043,1,1355
OI006227,O003143,P037,2,1213
OI006228,O003144,P060,2,769
OI006229,O003145,P042,2,1718
OI006230,O003146,P014,1,1779
OI006231,O003147,P048,2,1658
OI006232,O003147,P005,1,1101
OI006233,O003147,P027,1,790
OI006234,O003148,P050,2,1746
OI006235,O003148,P009,1,761
OI006236,O003148,P044,1,950
OI006237,O003149,P009,2,761
OI006238,O003149,P002,2,822
OI006239,O003150,P009,2,761
OI006240,O003151,P010,2,1949
OI006241,O003152,P026,1,887
OI006242,O003152,P007,2,1282
OI006243,O003153,P055,2,861
OI006244,O003153,P010,2,1949
OI006245,O003154,P025,1,879
OI006246,O003155,P003,1,947
OI006247,O003156,P032,1,1487
OI006248,O003156,P017,1,1908
OI006249,O003157,P036,1,1690
OI006250,O003158,P012,1,715
OI006251,O003158,P049,1,1416
OI006252,O003158,P004,2,860
OI006253,O003159,P024,2,768
OI006254,O003159,P040,2,1088
OI006255,O003160,P042,1,1718
OI006256,O003160,P014,2,1779
OI006257,O003160,P041,1,1251
OI006258,O003161,P037,2,1213
OI006259,O003162,P016,1,1807
OI006260,O003162,P025,1,879
OI006261,O003163,P023,1,1589
OI006262,O003164,P040,1,1088
OI006263,O003164,P049,2,1416
OI006264,O003164,P060,2,769
OI006265,O003165,P043,1,1355
OI006266,O003165,P048,1,1658
OI006267,O003166,P040,1,1088
OI006268,O003167,P021,2,1585
OI006269,O003167,P013,2,1716
OI006270,O003167,P056,1,1093
OI006271,O003168,P020,1,1794
OI006272,O003168,P019,1,1100
OI006273,O003168,P054,2,1979
OI006274,O003169,P014,1,1779
OI006275,O003170,P034,1,1686
OI006276,O003170,P021,1,1585
OI006277,O003171,P046,1,1441
OI006278,O003171,P045,2,731
OI006279,O003172,P057,1,802
OI006280,O003172,P050,1,1746
OI006281,O003173,P001,1,1841
OI006282,O003173,P027,2,790
OI006283,O003174,P042,1,1718
OI006284,O003174,P030,2,794
OI006285,O003174,P051,1,1123
OI006286,O003175,P046,2,1441
OI006287,O003175,P029,2,746
OI006288,O003175,P017,2,1908
OI006289,O003176,P046,2,1441
OI006290,O003176,P013,2,1716
OI006291,O003177,P018,2,764
OI006292,O003177,P053,1,1572
OI006293,O003177,P040,1,1088
OI006294,O003178,P060,1,769
OI006295,O003179,P047,2,1165
OI006296,O003180,P033,2,1026
OI006297,O003180,P022,2,1697
OI006298,O003180,P001,1,1841
OI006299,O003181,P004,1,860
OI006300,O003182,P007,2,1282
OI006301,O003182,P013,1,1716
OI006302,O003182,P001,2,1841
OI006303,O003183,P009,2,761
OI006304,O003183,P019,2,1100
OI006305,O003183,P044,2,950
OI006306,O003184,P024,1,768
OI006307,O003185,P024,1,768
OI006308,O003185,P027,2,790
OI006309,O003186,P011,1,1752
OI006310,O003186,P054,2,1979
OI006311,O003187,P007,2,1282
OI006312,O003188,P019,2,1100
OI006313,O003188,P044,2,950
OI006314,O003188,P043,2,1355
OI006315,O003189,P032,2,1487
OI006316,O003189,P015,2,749
OI006317,O003190,P002,2,822
OI006318,O003191,P046,1,1441
OI006319,O003191,P022,1,1697
OI006320,O003191,P028,1,1764
OI006321,O003192,P032,1,1487
OI006322,O003192,P009,1,761
OI006323,O003193,P026,2,887
OI006324,O003193,P022,1,1697
OI006325,O003193,P037,2,1213
OI006326,O003194,P027,1,790
OI006327,O003194,P034,1,1686
OI006328,O003194,P019,1,1100
OI006329,O003195,P055,2,861
OI006330,O003195,P007,1,1282
OI006331,O003195,P039,2,750
OI006332,O003196,P047,2,1165
OI006333,O003196,P059,1,1750
OI006334,O003196,P004,2,860
OI006335,O003197,P051,2,1123
OI006336,O003197,P048,1,1658
OI006337,O003197,P025,1,879
OI006338,O003198,P045,2,731
OI006339,O003199,P060,2,769
OI006340,O003200,P034,2,1686
OI006341,O003201,P026,2,887
OI006342,O003201,P012,2,715
OI006343,O003202,P050,2,1746
OI006344,O003202,P038,1,1466
OI006345,O003203,P008,1,856
OI006346,O003203,P021,1,1585
OI006347,O003203,P043,2,1355
OI006348,O003204,P059,2,1750
OI006349,O003205,P023,2,1589
OI006350,O003206,P024,1,768
OI006351,O003206,P042,1,1718
OI006352,O003207,P057,1,802
OI006353,O003207,P028,2,1764
OI006354,O003207,P055,2,861
OI006355,O003208,P035,1,978
OI006356,O003209,P046,2,1441
OI006357,O003209,P002,1,822
OI006358,O003209,P034,1,1686
OI006359,O003210,P036,1,1690
OI006360,O003211,P010,2,1949
OI006361,O003211,P038,2,1466
OI006362,O003211,P040,2,1088
OI006363,O003212,P041,1,1251
OI006364,O003212,P056,2,1093
OI006365,O003212,P038,1,1466
OI006366,O003213,P027,2,790
OI006367,O003214,P027,2,790
OI006368,O003214,P030,2,794
OI006369,O003215,P036,1,1690
OI006370,O003215,P013,1,1716
OI006371,O003216,P002,1,822
OI006372,O003216,P011,1,1752
OI006373,O003216,P009,2,761
OI006374,O003217,P026,2,887
OI006375,O003218,P042,2,1718
OI006376,O003218,P031,1,980
OI006377,O003219,P057,1,802
OI006378,O003219,P055,1,861
OI006379,O003219,P013,2,1716
OI006380,O003220,P032,2,1487
OI006381,O003220,P025,1,879
OI006382,O003220,P007,2,1282
OI006383,O003221,P034,2,1686
OI006384,O003222,P050,1,1746
OI006385,O003222,P023,1,1589
OI006386,O003223,P060,1,769
OI006387,O003223,P034,2,1686
OI006388,O003223,P027,2,790
OI006389,O003224,P002,2,822
OI006390,O003225,P010,2,1949
OI006391,O003225,P052,2,769
OI006392,O003225,P055,1,861
OI006393,O003226,P049,2,1416
OI006394,O003226,P030,1,794
OI006395,O003227,P046,1,1441
OI006396,O003228,P031,1,980
OI006397,O003228,P033,2,1026
OI006398,O003229,P011,2,1752
OI006399,O003229,P024,1,768
OI006400,O003230,P004,1,860
OI006401,O003231,P048,1,1658
OI006402,O003231,P014,2,1779
OI006403,O003231,P014,2,1779
OI006404,O003232,P043,2,1355
OI006405,O003232,P009,1,761
OI006406,O003233,P018,2,764
OI006407,O003234,P006,2,1396
OI006408,O003234,P039,2,750
OI006409,O003234,P020,2,1794
OI006410,O003235,P002,2,822
OI006411,O003235,P051,2,1123
OI006412,O003236,P051,2,1123
OI006413,O003237,P003,1,947
OI006414,O003238,P018,1,764
OI006415,O003238,P040,2,1088
OI006416,O003239,P014,1,1779
OI006417,O003239,P020,2,1794
OI006418,O003240,P037,2,1213
OI006419,O003241,P023,2,1589
OI006420,O003241,P017,1,1908
OI006421,O003242,P014,1,1779
OI006422,O003242,P044,2,950
OI006423,O003242,P046,2,1441
OI006424,O003243,P039,1,750
OI006425,O003243,P019,1,1100
OI006426,O003244,P025,2,879
OI006427,O003245,P005,2,1101
OI006428,O003245,P052,1,769
OI006429,O003245,P058,2,951
OI006430,O003246,P036,2,1690
OI006431,O003246,P042,2,1718
OI006432,O003246,P048,2,1658
OI006433,O003247,P032,1,1487
OI006434,O003248,P040,1,1088
OI006435,O003248,P008,2,856
OI006436,O003249,P041,1,1251
OI006437,O003250,P008,1,856
OI006438,O003251,P023,1,1589
OI006439,O003252,P013,2,1716
OI006440,O003253,P020,1,1794
OI006441,O003253,P021,1,1585
OI006442,O003253,P043,1,1355
OI006443,O003254,P021,1,1585
OI006444,O003255,P044,1,950
OI006445,O003255,P024,2,768
OI006446,O003256,P059,2,1750
OI006447,O003256,P015,1,749
OI006448,O003257,P019,1,1100
OI006449,O003257,P009,1,761
OI006450,O003257,P013,1,1716
OI006451,O003258,P009,2,761
OI006452,O003258,P057,1,802
OI006453,O003258,P025,2,879
OI006454,O003259,P022,1,1697
OI006455,O003260,P027,2,790
OI006456,O003260,P037,1,1213
OI006457,O003260,P012,2,715
OI006458,O003261,P009,1,761
OI006459,O003261,P050,1,1746
OI006460,O003261,P044,1,950
OI006461,O003262,P049,2,1416
OI006462,O003262,P050,1,1746
OI006463,O003263,P018,1,764
OI006464,O003264,P056,1,1093
OI006465,O003265,P012,2,715
OI006466,O003265,P022,1,1697
OI006467,O003266,P021,1,1585
OI006468,O003266,P052,1,769
OI006469,O003267,P037,1,1213
OI006470,O003267,P041,2,1251
OI006471,O003267,P011,2,1752
OI006472,O003268,P003,1,947
OI006473,O003268,P048,2,1658
OI006474,O003268,P027,1,790
OI006475,O003269,P042,1,1718
OI006476,O003270,P056,1,1093
OI006477,O003270,P025,1,879
OI006478,O003270,P020,2,1794
OI006479,O003271,P058,1,951
OI006480,O003271,P028,1,1764
OI006481,O003271,P019,2,1100
OI006482,O003272,P026,1,887
OI006483,O003272,P003,1,947
OI006484,O003273,P013,2,1716
OI006485,O003273,P006,2,1396
OI006486,O003273,P011,1,1752
OI006487,O003274,P007,1,1282
OI006488,O003274,P008,2,856
OI006489,O003274,P039,1,750
OI006490,O003275,P011,1,1752
OI006491,O003275,P043,1,1355
OI006492,O003275,P026,2,887
OI006493,O003276,P050,2,1746
OI006494,O003277,P002,2,822
OI006495,O003277,P047,2,1165
OI006496,O003278,P009,2,761
OI006497,O003278,P040,1,1088
OI006498,O003278,P036,2,1690
OI006499,O003279,P020,2,1794
OI006500,O003279,P031,1,980
OI006501,O003280,P042,2,1718
OI006502,O003281,P025,1,879
OI006503,O003282,P060,1,769
OI006504,O003283,P041,2,1251
OI006505,O003283,P026,1,887
OI006506,O003283,P036,2,1690
OI006507,O003284,P018,2,764
OI006508,O003284,P042,2,1718
OI006509,O003284,P013,1,1716
OI006510,O003285,P003,2,947
OI006511,O003286,P020,1,1794
OI006512,O003286,P001,1,1841
OI006513,O003287,P050,2,1746
OI006514,O003287,P050,2,1746
OI006515,O003287,P043,1,1355
OI006516,O003288,P032,1,1487
OI006517,O003289,P028,1,1764
OI006518,O003289,P047,2,1165
OI006519,O003289,P035,1,978
OI006520,O003290,P011,1,1752
OI006521,O003290,P050,1,1746
OI006522,O003291,P003,1,947
OI006523,O003292,P052,2,769
OI006524,O003292,P059,1,1750
OI006525,O003293,P004,1,860
OI006526,O003294,P048,1,1658
OI006527,O003294,P012,2,715
OI006528,O003294,P033,1,1026
OI006529,O003295,P043,1,1355
OI006530,O003296,P051,2,1123
OI006531,O003296,P060,1,769
OI006532,O003296,P011,2,1752
OI006533,O003297,P022,1,1697
OI006534,O003297,P034,2,1686
OI006535,O003298,P032,2,1487
OI006536,O003298,P046,2,1441
OI006537,O003298,P014,1,1779
OI006538,O003299,P041,2,1251
OI006539,O003300,P020,2,1794
OI006540,O003300,P038,1,1466
OI006541,O003301,P057,2,802
OI006542,O003301,P051,1,1123
OI006543,O003301,P012,1,715
OI006544,O003302,P008,1,856
OI006545,O003302,P037,1,1213
OI006546,O003303,P023,1,1589
OI006547,O003303,P024,1,768
OI006548,O003303,P015,1,749
OI006549,O003304,P027,2,790
OI006550,O003304,P045,1,731
OI006551,O003305,P048,1,1658
OI006552,O003305,P031,2,980
OI006553,O003305,P004,2,860
OI006554,O003306,P011,2,1752
OI006555,O003306,P054,1,1979
OI006556,O003307,P044,1,950
OI006557,O003307,P028,2,1764
OI006558,O003307,P016,2,1807
OI006559,O003308,P032,1,1487
OI006560,O003308,P004,2,860
OI006561,O003308,P002,2,822
OI006562,O003309,P002,2,822
OI006563,O003310,P022,2,1697
OI006564,O003310,P056,1,1093
OI006565,O003310,P006,1,1396
OI006566,O003311,P037,2,1213
OI006567,O003311,P024,2,768
OI006568,O003311,P043,2,1355
OI006569,O003312,P015,1,749
OI006570,O003312,P045,2,731
OI006571,O003312,P023,2,1589
OI006572,O003313,P024,2,768
OI006573,O003313,P010,2,1949
OI006574,O003314,P046,2,1441
OI006575,O003314,P037,1,1213
OI006576,O003314,P028,1,1764
OI006577,O003315,P056,1,1093
OI006578,O003316,P016,2,1807
OI006579,O003316,P046,2,1441
OI006580,O003316,P059,1,1750
OI006581,O003317,P040,1,1088
OI006582,O003317,P048,2,1658
OI006583,O003317,P019,1,1100
OI006584,O003318,P038,2,1466
OI006585,O003318,P043,1,1355
OI006586,O003319,P042,2,1718
OI006587,O003319,P050,2,1746
OI006588,O003320,P048,1,1658
OI006589,O003320,P055,2,861
OI006590,O003321,P040,2,1088
OI006591,O003322,P022,1,1697
OI006592,O003322,P041,1,1251
OI006593,O003322,P041,1,1251
OI006594,O003323,P028,2,1764
OI006595,O003323,P060,1,769
OI006596,O003324,P018,2,764
OI006597,O003324,P015,1,749
OI006598,O003324,P058,2,951
OI006599,O003325,P055,1,861
OI006600,O003326,P015,1,749
OI006601,O003326,P059,1,1750
OI006602,O003327,P004,1,860
OI006603,O003327,P039,1,750
OI006604,O003328,P044,1,950
OI006605,O003328,P042,1,1718
OI006606,O003329,P055,1,861
OI006607,O003329,P011,1,1752
OI006608,O003329,P048,2,1658
OI006609,O003330,P013,1,1716
OI006610,O003330,P042,1,1718
OI006611,O003331,P033,2,1026
OI006612,O003331,P029,1,746
OI006613,O003331,P004,2,860
OI006614,O003332,P046,2,1441
OI006615,O003333,P036,2,1690
OI006616,O003334,P037,2,1213
OI006617,O003334,P022,2,1697
OI006618,O003335,P056,1,1093
OI006619,O003336,P050,1,1746
OI006620,O003336,P053,1,1572
OI006621,O003337,P022,1,1697
OI006622,O003337,P051,2,1123
OI006623,O003338,P028,2,1764
OI006624,O003338,P052,2,769
OI006625,O003339,P038,2,1466
OI006626,O003339,P009,2,761
OI006627,O003340,P002,2,822
OI006628,O003340,P007,2,1282
OI006629,O003340,P049,2,1416
OI006630,O003341,P022,2,1697
OI006631,O003341,P039,1,750
OI006632,O003342,P059,1,1750
OI006633,O003343,P053,2,1572
OI006634,O003344,P029,1,746
OI006635,O003345,P051,2,1123
OI006636,O003345,P052,1,769
OI006637,O003345,P043,1,1355
OI006638,O003346,P043,2,1355
OI006639,O003346,P018,1,764
OI006640,O003346,P043,2,1355
OI006641,O003347,P056,1,1093
OI006642,O003348,P047,2,1165
OI006643,O003348,P046,2,1441
OI006644,O003348,P018,1,764
OI006645,O003349,P014,2,1779
OI006646,O003350,P028,1,1764
OI006647,O003350,P012,1,715
OI006648,O003351,P050,1,1746
OI006649,O003351,P031,1,980
OI006650,O003352,P054,2,1979
OI006651,O003352,P042,1,1718
OI006652,O003352,P006,2,1396
OI006653,O003353,P050,2,1746
OI006654,O003353,P024,2,768
OI006655,O003353,P004,1,860
OI006656,O003354,P049,2,1416
OI006657,O003355,P029,2,746
OI006658,O003356,P018,1,764
OI006659,O003356,P042,1,1718
OI006660,O003357,P055,1,861
OI006661,O003358,P026,1,887
OI006662,O003359,P021,1,1585
OI006663,O003360,P008,1,856
OI006664,O003360,P014,1,1779
OI006665,O003361,P005,2,1101
OI006666,O003361,P021,2,1585
OI006667,O003361,P004,2,860
OI006668,O003362,P008,1,856
OI006669,O003362,P020,1,1794
OI006670,O003363,P004,2,860
OI006671,O003363,P023,1,1589
OI006672,O003364,P022,2,1697
OI006673,O003365,P019,1,1100
OI006674,O003366,P013,2,1716
OI006675,O003366,P030,1,794
OI006676,O003367,P015,2,749
OI006677,O003367,P001,1,1841
OI006678,O003367,P006,1,1396
OI006679,O003368,P015,1,749
OI006680,O003369,P040,2,1088
OI006681,O003369,P047,2,1165
OI006682,O003370,P024,2,768
OI006683,O003371,P019,1,1100
OI006684,O003371,P020,2,1794
OI006685,O003371,P006,1,1396
OI006686,O003372,P007,2,1282
OI006687,O003373,P056,1,1093
OI006688,O003373,P003,1,947
OI006689,O003374,P029,1,746
OI006690,O003374,P038,1,1466
OI006691,O003374,P037,2,1213
OI006692,O003375,P030,1,794
OI006693,O003376,P028,1,1764
OI006694,O003376,P017,1,1908
OI006695,O003377,P051,2,1123
OI006696,O003378,P039,2,750
OI006697,O003379,P021,2,1585
OI006698,O003379,P029,1,746
OI006699,O003380,P013,2,1716
OI006700,O003380,P050,1,1746
OI006701,O003380,P003,2,947
OI006702,O003381,P007,2,1282
OI006703,O003382,P060,1,769
OI006704,O003383,P012,2,715
OI006705,O003383,P020,2,1794
OI006706,O003384,P011,1,1752
OI006707,O003385,P005,2,1101
OI006708,O003385,P051,1,1123
OI006709,O003385,P043,1,1355
OI006710,O003386,P053,2,1572
OI006711,O003387,P012,2,715
OI006712,O003387,P042,1,1718
OI006713,O003387,P052,1,769
OI006714,O003388,P050,1,1746
OI006715,O003389,P006,2,1396
OI006716,O003389,P033,2,1026
OI006717,O003389,P022,1,1697
OI006718,O003390,P044,1,950
OI006719,O003390,P010,1,1949
OI006720,O003391,P049,2,1416
OI006721,O003392,P015,1,749
OI006722,O003393,P043,2,1355
OI006723,O003393,P006,2,1396
OI006724,O003394,P006,2,1396
OI006725,O003394,P058,1,951
OI006726,O003395,P037,2,1213
OI006727,O003396,P044,2,950
OI006728,O003396,P011,1,1752
OI006729,O003397,P017,2,1908
OI006730,O003398,P031,2,980
OI006731,O003399,P032,1,1487
OI006732,O003399,P046,2,1441
OI006733,O003399,P059,1,1750
OI006734,O003400,P009,2,761
OI006735,O003400,P009,1,761
OI006736,O003401,P011,1,1752
OI006737,O003402,P060,1,769
OI006738,O003403,P025,2,879
OI006739,O003404,P056,2,1093
OI006740,O003404,P021,2,1585
OI006741,O003405,P050,1,1746
OI006742,O003406,P050,2,1746
OI006743,O003407,P026,2,887
OI006744,O003408,P011,1,1752
OI006745,O003408,P049,1,1416
OI006746,O003409,P004,1,860
OI006747,O003409,P024,2,768
OI006748,O003410,P060,2,769
OI006749,O003410,P052,2,769
OI006750,O003411,P052,1,769
OI006751,O003411,P018,2,764
OI006752,O003411,P018,2,764
OI006753,O003412,P017,2,1908
OI006754,O003412,P006,2,1396
OI006755,O003412,P008,1,856
OI006756,O003413,P055,1,861
OI006757,O003414,P048,2,1658
OI006758,O003414,P005,2,1101
OI006759,O003414,P060,2,769
OI006760,O003415,P016,2,1807
OI006761,O003416,P029,1,746
OI006762,O003417,P016,2,1807
OI006763,O003418,P027,1,790
OI006764,O003418,P011,1,1752
OI006765,O003419,P020,2,1794
OI006766,O003420,P058,1,951
OI006767,O003420,P057,2,802
OI006768,O003421,P015,2,749
OI006769,O003422,P016,1,1807
OI006770,O003422,P034,2,1686
OI006771,O003423,P056,2,1093
OI006772,O003423,P060,1,769
OI006773,O003424,P006,2,1396
OI006774,O003424,P012,2,715
OI006775,O003425,P022,2,1697
OI006776,O003425,P021,1,1585
OI006777,O003425,P045,1,731
OI006778,O003426,P022,1,1697
OI006779,O003426,P019,2,1100
OI006780,O003426,P009,2,761
OI006781,O003427,P006,2,1396
OI006782,O003428,P014,1,1779
OI006783,O003429,P029,2,746
OI006784,O003430,P009,2,761
OI006785,O003430,P022,1,1697
OI006786,O003430,P050,1,1746
OI006787,O003431,P013,1,1716
OI006788,O003432,P046,2,1441
OI006789,O003433,P053,2,1572
OI006790,O003433,P056,1,1093
OI006791,O003434,P054,2,1979
OI006792,O003434,P020,1,1794
OI006793,O003434,P004,2,860
OI006794,O003435,P004,2,860
OI006795,O003435,P011,2,1752
OI006796,O003435,P033,1,1026
OI006797,O003436,P013,2,1716
OI006798,O003436,P021,1,1585
OI006799,O003436,P056,2,1093
OI006800,O003437,P021,2,1585
OI006801,O003438,P018,1,764
OI006802,O003439,P058,1,951
OI006803,O003439,P058,1,951
OI006804,O003439,P008,1,856
OI006805,O003440,P010,2,1949
OI006806,O003440,P002,1,822
OI006807,O003440,P034,1,1686
OI006808,O003441,P031,2,980
OI006809,O003441,P034,1,1686
OI006810,O003441,P004,2,860
OI006811,O003442,P014,1,1779
OI006812,O003443,P043,1,1355
OI006813,O003443,P038,2,1466
OI006814,O003444,P052,2,769
OI006815,O003444,P002,2,822
OI006816,O003445,P024,1,768
OI006817,O003446,P050,2,1746
OI006818,O003446,P029,2,746
OI006819,O003447,P033,2,1026
OI006820,O003447,P043,2,1355
OI006821,O003448,P008,2,856
OI006822,O003448,P040,2,1088
OI006823,O003449,P030,2,794
OI006824,O003449,P040,1,1088
OI006825,O003449,P011,1,1752
OI006826,O003450,P019,2,1100
OI006827,O003450,P060,2,769
OI006828,O003451,P056,2,1093
OI006829,O003451,P047,1,1165
OI006830,O003451,P023,1,1589
OI006831,O003452,P040,1,1088
OI006832,O003452,P001,1,1841
OI006833,O003453,P023,2,1589
OI006834,O003454,P044,2,950
OI006835,O003454,P050,1,1746
OI006836,O003455,P016,1,1807
OI006837,O003455,P002,1,822
OI006838,O003455,P054,2,1979
OI006839,O003456,P004,2,860
OI006840,O003457,P046,1,1441
OI006841,O003457,P033,1,1026
OI006842,O003458,P014,2,1779
OI006843,O003458,P051,2,1123
OI006844,O003459,P006,2,1396
OI006845,O003459,P007,2,1282
OI006846,O003460,P008,1,856
OI006847,O003460,P060,1,769
OI006848,O003461,P045,2,731
OI006849,O003462,P001,2,1841
OI006850,O003462,P048,2,1658
OI006851,O003463,P038,1,1466
OI006852,O003463,P056,1,1093
OI006853,O003464,P040,2,1088
OI006854,O003464,P025,2,879
OI006855,O003464,P042,2,1718
OI006856,O003465,P038,1,1466
OI006857,O003465,P023,2,1589
OI006858,O003465,P007,2,1282
OI006859,O003466,P042,1,1718
OI006860,O003466,P035,1,978
OI006861,O003467,P030,2,794
OI006862,O003468,P047,1,1165
OI006863,O003469,P024,2,768
OI006864,O003469,P055,2,861
OI006865,O003470,P004,1,860
OI006866,O003471,P059,1,1750
OI006867,O003472,P019,1,1100
OI006868,O003472,P045,2,731
OI006869,O003472,P038,2,1466
OI006870,O003473,P048,2,1658
OI006871,O003473,P056,2,1093
OI006872,O003474,P011,1,1752
OI006873,O003475,P049,2,1416
OI006874,O003475,P005,2,1101
OI006875,O003475,P036,2,1690
OI006876,O003476,P046,2,1441
OI006877,O003476,P018,1,764
OI006878,O003477,P052,2,769
OI006879,O003478,P021,2,1585
OI006880,O003479,P035,1,978
OI006881,O003479,P033,1,1026
OI006882,O003479,P056,1,1093
OI006883,O003480,P052,1,769
OI006884,O003480,P035,1,978
OI006885,O003480,P003,2,947
OI006886,O003481,P018,1,764
OI006887,O003481,P015,1,749
OI006888,O003481,P014,1,1779
OI006889,O003482,P012,1,715
OI006890,O003483,P054,1,1979
OI006891,O003483,P028,1,1764
OI006892,O003484,P036,2,1690
OI006893,O003484,P049,2,1416
OI006894,O003485,P047,2,1165
OI006895,O003485,P046,1,1441
OI006896,O003485,P051,1,1123
OI006897,O003486,P052,1,769
OI006898,O003486,P006,2,1396
OI006899,O003486,P033,2,1026
OI006900,O003487,P049,2,1416
OI006901,O003487,P047,1,1165
OI006902,O003487,P013,1,1716
OI006903,O003488,P037,2,1213
OI006904,O003488,P006,1,1396
OI006905,O003488,P008,2,856
OI006906,O003489,P014,1,1779
OI006907,O003489,P002,2,822
OI006908,O003489,P044,1,950
OI006909,O003490,P040,2,1088
OI006910,O003491,P040,1,1088
OI006911,O003491,P012,2,715
OI006912,O003491,P028,2,1764
OI006913,O003492,P025,2,879
OI006914,O003492,P032,2,1487
OI006915,O003493,P043,2,1355
OI006916,O003493,P031,2,980
OI006917,O003494,P008,1,856
OI006918,O003494,P024,2,768
OI006919,O003494,P056,1,1093
OI006920,O003495,P031,1,980
OI006921,O003495,P010,1,1949
OI006922,O003496,P056,2,1093
OI006923,O003496,P016,1,1807
OI006924,O003497,P008,2,856
OI006925,O003497,P004,1,860
OI006926,O003498,P007,1,1282
OI006927,O003498,P017,1,1908
OI006928,O003498,P001,2,1841
OI006929,O003499,P011,1,1752
